"STUDENT"	"PARTID"	"DATO"	"RELATION"	"LOCATION"	"TYPEINT"	"KON"	"SEKSU"	"ALDER"	"JOB"	"ETNIC"	"NATIO"	"FAMILE"	"UDDANN"	"UDTYP"	"BY"	"VACC"	"BEKYMJOB"	"BEKYMLIV"	"BEKYMFYS"	"BEKYMMENT"	"OKOLIGKON"	"TILOKKON"	"INDKOM"	"OKOBID"	"SOCKLAS"	"POLITIK"	"PARTI"	"NYHEDER"	"PLADSFREM"	"HELB"	"LSTAND"	"BESVAER"	"RASTLOS"	"ENSOM"	"ALSYG"	"POSITIV"	"TILKROP"	"SUNDKROP"	"DEPRI"	"KHUS"	"KBORN"	"MFAM"	"FMBORN"	"MSORD"	"MSVAGE"	"KOMS"	"MFYS"	"AFSTRAF"	"TVELFAERD"	"TPOL"	"TOFFSUND"	"TUDDAN"	"TREG"	"TSKAT"	"TIREG"	"TIREGIO"	"TIKOMM"	"TIREL"	"TIVIDEN"	"RELID"	"OPREL"	"MEDLEM"	"HVILKEM"	"FORAELDM"	"EMOTI"	"RADGIV"	"BSAMREL"	"STOPTRO"	"SKRIFT"	"BON"	"RELAKT"	"AUTO"	"RELGANG"	"VELKOM"	"REL69"	"REL70"	"REL71"	"REL72"	"REL73"	"REL74"	"REL75"	"REL76"	"REL77"	"REL78"	"REL79"	"REL80"	"REL81"	"REL82"	"REL83"	"REL84"	"REL85"	"REL86"	"REL87"	"REL88"	"REL89"	"REL90"	"REL91"	"REL92"	"REL93"	"REL94"	"REL95"	"REL96"	"REL97"	"REL98"	"REL99"	"REL100"	"REL101"	"REL102"	"REL103"	"REL104"	"REL105"	"REL106"	"REL107"	"REL108"	"REL109"	"REL110"	"REL111"	"REL112"	"REL113"	"REL114"	"REL115"	"REL116"	"REL117"	"REL118"	"REL119"	"REL120"	"REL121"	"REL122"	"REL123"	"REL124"	"REL125"	"REL126"	"REL127"	"REL128"	"REL129"	"REL130"	"REL131"	"REL132"	"REL133"	"RELID.r"	"KON.r"	"SEKSU.r"
"84"	"Katrine"	"KK011"	"45224"	"Ven"	"Hus"	"Gruppe"	0	1	53	"Systemkonsulent"	"Kaukasrer"	"Dansk"	2	"16.5"	"2"	"43"	1	-2	-2	-1	-2	1	0	10	2	"2"	1	NA	"2"	-2	-1	0	-1	-1	-2	-2	2	1	0	-2	0	0	-2	-1	-1	-1	-1	1	-2	1	1	1	1	1	1	1	1	1	1	2	"1"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	"0"	0	0	"0"	"0"	1	3	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	0	-2	-2	-2	-1	-2	-2	-2	0	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	1	-2	-2	1	-2	-2	NA	NA	NA	NA	NA	-2	NA	1	1	0	0
"85"	"Katrine"	"KK012"	"45225"	"Ven"	"Hus"	"Gruppe"	0	1	44	"Specialkonsulent"	"Hvid/bleg dansker"	"Dansk"	2	"19"	"1"	"26"	1	1	1	2	-2	2	-2	10	2	"3"	0	NA	"1"	1	1	1	-2	-2	-2	1	2	-1	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	2	1	1	-2	1	2	2	2	-1	2	"0"	0	"0"	NA	"1"	"0"	"0"	"888"	"0"	0	0	"0"	"0"	0	3	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	2	0	-2	0	0	0	0	0	-2	-2	0	0	0	0
"86"	"Katrine"	"KK013"	"45225"	"Ven"	"Hus"	"Ansigt-ansigt"	0	1	34	"Forretningskonsulent"	"Dansk"	"Dansk"	6	"8"	"1"	"15"	1	0	-1	-1	-1	2	-1	9	2	"3"	-1	"Socialdemokratiet"	"4"	0	1	1	1	0	-1	1	1	1	1	-2	0	-2	0	0	-2	-2	-2	-1	-2	0	-1	0	0	-1	0	0	0	1	-1	2	NA	0	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	NA	0	1	"2"	"1"	2	4	0	-2	-2	0	-2	-2	0	0	-2	0	-2	0	-1	2	2	1	0	-1	2	0	-2	-1	0	-2	-1	-1	-2	0	0	-2	-1	0	0	0	1	-1	0	0	0	0	-1	-1	-2	-1	0	0	-2	-2	0	-2	-2	-1	-2	1	1	0	-2	1	-2	-2	-2	-2	-2	-2	2	NA	0	0
"87"	"Katrine"	"KK014"	"45226"	"Ven"	"Hus"	"Ansigt-ansigt"	0	1	26	"Product sales lead"	"Dansk"	"Dansk"	1	"15"	"2"	"9"	1	-2	-1	-1	-1	1	0	3	2	"2"	1	"Socialdemokratiet"	"4"	-1	1	1	0	0	-1	0	1	1	1	-1	-1	1	-1	-1	-1	-1	-1	-1	-2	1	0	1	0	0	0	1	1	1	1	1	"2"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	0	1	"0"	"0"	1	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	1	0	1	0	-1	1	0	-1	-1	0	-1	0	0	-1	-1	-1	-1	0	-1	-1	0	0	-1	-1	0	-1	0	0	0	-1	0	-1	0	-1	-1	1	-1	0	-1	-1	0	-1	0	-1	0	0	0	0	0	-1	0	1	2	0	0
"88"	"Laura"	"lhj001"	"24-okt."	"familie"	"hjemme"	"facebook"	1	1	23	"Studerende"	"Kaukasisk"	"Dansk"	6	"15"	"1"	"2"	1	-2	-2	-2	-2	2	-1	2	2	"2"	-1	"Konservative"	"1"	-2	-2	-2	-1	-1	-2	-2	2	2	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-2	0	-1	0	0	0	0	-2	2	"1"	0	"0"	NA	NA	NA	NA	"888"	"0"	0	0	"0"	"0"	0	3	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-1	-2	-2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	1	0
"89"	"Laura"	"lhj002"	"23-okt."	"familie"	"hjemme"	"facebook"	0	1	23	"Barista / Studerende"	"Kaukasisk"	"Dansk"	6	"15"	"1"	"2"	1	1	-1	0	1	2	-1	2	2	"2"	-2	"SF"	"4"	-1	1	-1	2	1	-2	-1	2	0	1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	1	1	0	0	2	2	2	2	2	"2"	1	"1"	"Folkekirken"	"1"	"1"	"1"	"888"	"999"	0	1	"1"	"2"	2	5	2	-2	-2	-1	-2	-2	-1	-1	-2	2	0	-2	1	1	0	2	2	0	-2	0	-2	2	1	-2	-1	0	-2	1	0	-2	-1	1	1	0	0	-2	0	0	0	-1	0	-2	-2	-1	1	0	-2	0	-1	-2	0	2	-2	1	2	-2	0	0	-2	-2	-2	-2	-2	-2	2	2	0	0
"90"	"Laura"	"lhj003"	"21-okt."	"familie"	"hjemme"	"facebook"	1	1	28	"Læge"	"Dansk, Caucasisk"	"Dansk"	3	"18"	"1"	"7,5"	1	-2	-2	-2	0	2	-1	10	2	"3"	-1	"Radikale Venstre"	"2"	-2	-2	-2	1	1	-1	-2	2	2	2	-1	-2	-2	-2	-2	-2	-2	-2	0	-2	0	0	1	1	0	1	1	1	1	1	2	"2"	0	"1"	"Folkekirken"	"1"	"0"	"1"	"888"	"999"	1	2	"0"	"0"	2	5	0	-2	-2	-2	-2	-2	0	0	-2	0	-2	0	0	1	-1	2	0	-2	-1	0	-2	1	-2	-2	0	-2	-2	-2	0	-2	-1	-2	-2	1	0	-2	1	0	-2	0	-2	-2	-1	-2	1	0	-2	-2	1	-2	-2	2	0	1	1	0	-2	0	-2	-2	-2	-2	-1	-2	2	2	1	0
"91"	"Laura"	"lhj004"	"18-okt."	"ven"	"hjemme"	"face-to-face"	0	1	26	"Studerende"	"Dansk"	"Dansk"	1	"16,5"	"1"	"26"	1	-2	-2	-2	0	2	-2	1	2	"2"	-2	"Enhedslisten"	"2"	-2	-2	-2	-2	-2	-2	-2	1	0	1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	0	-1	0	-2	0	-2	-1	-1	-2	1	"1"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"0"	"14"	2	1	"0"	"1"	1	2	1	-2	-2	-1	-1	-2	-2	1	-2	-1	2	2	-2	0	0	0	0	-2	1	-2	-2	2	0	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	-2	0	0	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	1	0	0
"92"	"Laura"	"lhj005"	"18-okt."	"familie"	"hjemme"	"gruppe"	1	1	26	"Musiker"	"Dansk"	"Dansk"	6	"17"	"1"	"26"	1	0	-1	-1	1	1	0	1	1	"3"	-2	"Alternativet"	"1"	1	1	2	1	2	-2	-2	1	0	1	0	-2	-2	-2	-2	-2	-2	-1	-1	-2	-1	0	-1	-1	-2	0	-2	0	0	-1	1	"2"	0	"0"	NA	NA	"0"	NA	"888"	"0"	0	0	"1"	"0"	1	3	-1	-2	-2	0	-2	-2	-2	1	-2	0	1	-2	0	2	0	0	0	-2	-2	0	-2	0	0	-2	-2	-2	-2	-2	0	-2	1	-2	-2	1	-2	-2	-2	-2	-2	0	1	-2	0	-2	-2	2	0	-2	2	-2	-2	0	-2	1	2	1	-2	0	-2	-2	-2	-2	-2	-2	2	2	1	0
"93"	"Laura"	"lhj006"	"18-okt."	"familie"	"hjemme"	"gruppe"	1	1	56	"Salgschef"	"DK"	"DK"	2	"14"	"1"	"0"	1	-2	-2	-2	-2	-2	-2	10	1	"2"	1	NA	"1"	-2	-2	-2	-2	-2	-2	-2	2	2	0	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	2	2	2	-1	-2	2	"3"	NA	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	0	4	"1"	"3"	2	5	-2	-2	-2	-2	-2	-2	1	1	-2	-2	-2	-2	-2	-2	-2	2	2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-2	2	1	-2	2	0	-2	-2	-2	2	-2	-2	-2	-2	-2	-2	2	-2	-2	0	-2	-2	2	-2	-2	-2	-2	-2	-2	2	3	1	0
"94"	"Laura"	"lhj007"	"18-okt."	"familie"	"hjemme"	"gruppe"	0	1	54	"Økonoma"	"Dansker"	"Dansker"	2	"15"	"1"	"2"	1	-2	-1	1	2	2	-2	999	2	"3"	1	"Venstre"	"1"	-2	2	1	-2	-2	-2	1	1	1	1	-2	-2	-2	-2	-2	-2	-2	-2	2	-2	2	2	2	2	1	1	1	1	1	1	1	"3"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	"999"	0	4	"3"	"3"	3	5	0	-2	-1	1	-2	-2	-2	-2	-2	-2	-2	-2	0	0	0	2	0	0	-2	2	-2	-2	-2	-2	2	2	-2	2	-2	-2	-2	-2	-2	-2	2	-2	1	1	-2	1	1	-2	0	0	2	0	-2	1	1	-2	-2	1	2	-2	0	0	-2	2	-2	-2	-2	-2	-2	-2	2	3	0	0
"95"	"Laura"	"lhj008"	"24-okt."	"ven"	"kontor"	"facebook"	1	1	26	"Studerende"	"Dansk"	"Dansk"	6	"15"	"1"	"26"	1	-1	-1	-2	-1	2	-1	0	1	"2"	-1	"SF"	"4"	-1	-1	-2	0	0	-1	-2	1	1	1	-1	-2	-2	-2	-2	-2	-2	-2	-2	-2	1	1	1	1	1	1	1	1	1	1	2	"1"	0	"1"	"Folkekirken"	"1"	"1"	"0"	"999"	"12"	1	0	"0"	"2"	2	5	-1	-2	0	0	-2	-2	0	0	-2	-1	-2	-2	0	0	1	2	-1	-2	-2	-2	-2	1	1	-2	-2	0	-2	-1	-2	-2	-2	-2	-1	-1	-2	-2	-2	0	-2	1	0	-2	-1	-2	0	1	-2	-2	0	-2	-1	1	-1	0	-2	-1	-2	0	-2	-2	-2	-2	0	-2	2	1	1	0
"96"	"Laura"	"lhj009"	"23-okt."	"ven"	"hjemme"	"facebook"	0	1	26	"Studerende"	"Dansker"	"Dansk"	1	"18,5"	"1"	"6"	1	1	0	-2	1	2	-1	0	1	"2"	-1	"Radikale Venstre"	"2"	-2	-2	-2	2	1	1	-2	2	-1	1	-1	0	0	0	0	0	-2	0	0	-2	2	0	1	1	-2	2	-2	1	1	1	2	"1"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"0"	"12"	0	0	"0"	"0"	1	4	0	0	-2	-2	-2	-2	0	-2	-2	0	-2	0	-2	1	1	-1	0	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-2	-2	0	-2	0	0	-2	-2	-2	-2	-2	0	-2	-1	-2	-2	-2	-2	-1	-2	-2	1	-2	0	1	-2	-2	-2	-2	-2	0	0	0	0	0	-2	0	1	1	0	0
"97"	"Laura"	"lhj010"	"30-okt."	"ven"	"hjemme"	"facebook"	0	1	27	"Kandidatstuderende"	"Dansk"	"Dansk"	6	"19"	"1"	"27"	1	1	-2	-2	-2	-2	0	0	1	"3"	-2	"Alternativet"	"1"	-1	-1	-1	0	-1	-2	0	1	1	1	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	1	0	-1	1	-1	0	0	1	1	1	1	"3"	1	"1"	"Kristendom"	"1"	"0"	"0"	"1"	"999"	2	4	"3"	"3"	2	5	-1	-2	0	1	-2	0	-2	-1	-2	-1	-1	1	1	-1	0	1	0	-1	-2	1	-2	0	0	-2	1	0	-2	1	-2	-2	-2	-2	0	-1	1	-2	1	1	-2	1	0	-1	0	1	1	0	-1	-1	-1	-2	2	2	1	-1	0	-1	-2	1	-2	-2	-2	-2	-2	-2	2	3	0	0
"98"	"Line"	"LM001"	"45211"	"Kollega"	"Arbejdskontor"	"Gruppe (hver for sig på papir)"	0	1	24	"Studerende"	"Dansker"	"Dansk"	6	"15"	"1"	"24"	1	1	1	-1	0	2	-1	1	2	"2"	-1	"LA"	"1"	2	1	0	2	2	2	1	0	-2	2	1	-2	-2	-2	-2	-2	-2	-2	-1	-2	-2	-1	-2	0	-1	-1	0	0	0	0	1	"5"	1	"0"	NA	NA	NA	NA	"1"	"999"	1	4	"0"	"2"	2	5	-2	2	-1	0	-2	-2	0	2	-2	-1	-1	1	-1	2	1	2	1	-2	2	0	0	1	2	-2	-2	-2	-2	1	0	-2	2	1	2	2	0	-1	2	0	1	1	2	0	-1	-2	2	2	-2	-2	2	-2	-2	-1	-2	2	-1	2	-2	2	-2	-2	-2	-1	-1	0	1	5	0	0
"99"	"Line"	"LM002"	"45211"	"Kollega"	"Arbejdskontor"	"Gruppe (hver for sig på papir)"	1	1	23	"Studerende"	"Arabisk"	"Dansk"	1	"15"	"2"	"23"	1	-2	-2	-2	1	2	0	888	3	"3"	-2	"Enhedslisten"	"1"	-1	-1	-2	1	-1	-1	-1	2	0	1	-1	0	1	-2	-2	-2	-2	0	0	-2	1	-2	1	0	-1	1	-1	1	1	0	1	"1"	0	"0"	NA	NA	NA	NA	"999"	"0"	0	0	"0"	"0"	0	4	-1	-2	-2	-1	-1	-2	-2	0	-2	1	0	-1	-2	-1	1	-1	-1	-2	-2	0	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	1	-2	-2	0	-2	-2	0	-2	-2	-2	-2	-2	0	-2	-2	0	-2	-2	1	-2	-1	2	-2	-1	0	-2	-1	-2	-2	-2	-2	-2	-2	-2	1	1	1	0
"100"	"Line"	"LM003"	"45213"	"Familie"	"Hjemme"	"Gruppe (hver for sig på papir)"	0	1	58	"Salgsassistent"	"Dansk"	"Dansk"	2	"11"	"2"	"0"	1	-1	1	1	1	2	-1	3	2	"3"	NA	NA	"1"	-1	1	1	-1	1	-1	1	1	0	1	-1	-2	-2	-2	-1	-2	-2	-2	-2	-2	-1	-1	-1	0	2	1	-2	-2	-2	0	0	"1"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	0	0	"0"	"0"	1	5	0	0	-2	-2	-2	-2	-2	-2	-1	0	-2	2	-2	-1	1	2	0	-1	0	0	-2	-2	-2	-1	0	0	-2	-2	-2	-2	2	0	0	-2	0	1	-2	0	0	1	-2	0	0	-2	-1	0	0	-1	1	1	-1	2	-1	-2	2	0	-2	0	-2	-2	-2	-2	0	0	2	1	0	0
"101"	"Line"	"LM004"	"45213"	"Familie"	"Hjemme"	"Gruppe (hver for sig på papir)"	0	3	33	"Studerende"	"Dansk"	"Dansk"	1	"17"	"1, 2"	"0"	1	2	0	-1	-1	2	-2	0	1	"2"	1	"DF"	"1"	0	0	0	2	1	0	-1	2	-1	0	0	-1	0	-2	-2	-2	-2	-1	0	-2	0	-1	-1	-1	-2	-1	-1	-1	-1	0	0	"6"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"888"	NA	0	1	"1"	"1"	1	4	1	-2	-2	-2	-2	0	-2	-1	-2	-2	-2	-2	-1	2	1	0	-1	-1	0	-1	1	-2	1	-2	-1	-1	-2	-1	-2	-2	-1	-2	-2	0	0	-1	-1	0	-2	-1	-1	-2	0	-2	-1	0	-1	-1	-1	-2	0	-1	-2	0	0	0	-2	-2	-2	-2	-2	-2	-2	-2	1	6	0	1
"102"	"Line"	"LM005"	"45213"	"Familie"	"Hjemme"	"Gruppe (hver for sig på papir)"	0	1	76	"Pensionist"	"Dansk"	"Dansk"	5	"8"	"1"	"0"	1	0	0	0	0	2	NA	1	1	"0"	2	NA	"4"	0	0	2	1	1	1	1	-2	-1	0	2	2	0	2	2	-1	1	-2	1	-1	0	0	0	0	-1	0	-1	0	0	0	0	"1"	0	"1"	"Folkekirken"	"1"	"1"	"1"	"0"	"0"	0	0	"0"	"0"	1	1	2	2	-1	-1	1	-2	-2	-2	-2	1	-2	2	-2	-2	2	-2	-2	2	2	-1	-2	-2	-2	2	2	-2	-2	-2	0	-2	2	-2	-1	1	1	-2	-2	-2	-2	-1	0	0	-2	-2	-2	-1	-2	-1	0	-2	-2	0	2	2	-2	-2	1	1	-2	-2	-2	2	-2	-2	2	1	0	0
"103"	"Line"	"LM006"	"45217"	"Familie"	"Hjemme"	"Interview (ansigt til ansigt)"	1	1	60	"Synsmand"	"Dansk"	"Dansk"	2	"15"	"1 ,2"	"0"	1	-1	1	1	1	2	-2	5	2	"2"	0	"Støjberg"	"2, 4"	2	2	1	2	1	-1	2	0	-1	1	2	-2	2	-2	2	-2	-2	-1	-1	-2	-1	-1	-2	-1	-2	-2	-2	2	-2	1	1	"3"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"999"	"999"	0	5	"0"	"2"	1	5	-2	-2	-1	1	2	-2	1	-2	-2	-2	-2	1	1	-1	1	1	1	-2	-2	-2	-2	-2	-2	2	1	1	-1	-1	1	-1	2	-1	1	-2	1	-2	1	1	-1	2	2	2	-1	-1	1	-1	-2	-1	1	2	-1	2	1	-2	1	1	-2	1	-1	-1	-2	-2	-1	-1	1	3	1	0
"104"	"Line"	"LM007"	"45222"	"Bekendte"	"Skole"	"Gruppe-by proxy (hver for sig på papir)"	1	1	41	"Pædagogstuderende"	"Dansk"	"Dansk"	6	"18"	NA	"41"	1	2	-2	-2	-2	2	-2	NA	NA	NA	NA	NA	"1, 2, 4, 5"	0	0	0	0	0	0	0	2	-2	2	0	0	0	0	0	0	0	0	0	-2	0	0	0	0	0	0	0	0	0	0	0	"2"	0	"1"	"Folkekirken"	"1"	"0"	NA	"888"	NA	0	0	"1"	"1"	1	5	-2	0	-2	0	0	0	0	0	0	-2	-2	-2	0	1	0	0	0	0	0	0	0	0	0	-2	0	0	-2	-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	-2	0	0	0	0	2	0	0	0	0	0	0	0	-2	2	-2	-2	-2	0	0	0	2	2	1	0
"105"	"Line"	"LM008"	"45222"	"Bekendte"	"Skole"	"Gruppe-by proxy (hver for sig på papir)"	0	1	34	"Pædagogstuderende"	"Dansk"	"Dansk"	2	"17"	"1"	"29"	1	1	0	0	0	2	-1	888	2	"2"	-2	"SF"	"1, 4"	-2	1	1	0	0	0	-1	2	0	1	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-1	-1	-1	0	-2	2	-1	-2	0	1	2	"2"	0	"1"	"Folkekirken"	"1"	"0"	"0"	"1"	"999"	1	2	"0"	"1"	2	5	1	-2	-2	-2	-2	-2	0	-2	-2	-2	-2	-2	0	1	1	2	0	-2	-2	1	-1	0	1	-2	-1	0	-2	-2	0	-2	-2	-2	-2	NA	-2	-2	-2	0	-2	-1	-1	-2	0	-2	1	0	-2	-2	0	-2	-2	0	0	-2	2	-2	-2	0	0	0	0	0	-1	0	2	2	0	0
"106"	"Line"	"LM009"	"45222"	"Bekendte"	"Skole"	"Gruppe-by proxy (hver for sig på papir)"	0	NA	26	"Pædagogstuderende"	"Dansk"	"Dansk"	6	"20"	"2"	"3"	1	1	-2	-2	-2	2	1	999	2	"2"	2	"DF"	"1, 2, 4, 5"	-1	-2	-2	-1	-2	-2	0	2	1	1	-1	0	-2	-2	1	-2	-2	-2	-2	-2	1	0	0	-1	-2	-1	1	1	1	1	0	"2"	1	"1"	"Folkekirken"	"1"	"0"	"0"	"888, 999"	"999"	0	0	"1"	NA	1	3	1	-2	-2	0	-2	-1	-2	0	-1	-2	1	-2	2	1	0	1	0	0	2	0	0	0	-1	-2	1	0	-2	-2	-2	0	0	-2	0	-1	2	-2	-2	0	-1	-1	-2	-2	-2	-2	-2	-2	-2	0	1	-1	-2	0	1	-2	0	-2	-2	2	-1	-1	-2	-1	-1	-2	-1	2	0	NA
"107"	"Line"	"LM010"	"45222"	"Medstuderende/Ven"	"Axis"	"Gruppe (hver for sig på papir)"	0	3	24	"Teologi-studerende"	"Dansk"	"Dansk"	6	NA	"1"	"6"	1	2	0	2	2	2	-2	0	2	"0"	-2	"SF"	"6"	2	2	2	2	2	2	2	2	-2	2	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	-2	2	2	"2, 3, 5, 6"	0	"1"	"Folkekirken"	"1"	"1"	"1"	NA	"999"	5	NA	"3"	"3, 4"	3	5	-2	0	1	2	-2	2	0	2	-2	-2	-2	2	2	2	-2	2	2	0	2	0	0	2	2	-2	1	2	-2	2	0	-2	-2	2	2	2	2	2	2	0	2	2	2	-2	2	1	2	2	0	2	2	2	2	2	2	2	0.5	2	-2	2	-2	-2	-2	-2	1	2	2	NA	0	1
"108"	"Line"	"LM011"	"45222"	"Medstuderende/Ven"	"Axis"	"Gruppe (hver for sig på papir)"	0	3	24	"Teologi-studerende"	"Dansk"	"Dansk"	3	"18"	"1"	"4"	1	-2	0	1	2	2	-2	0	2	"1"	-2	"SF"	"5"	0	1	-2	1	-1	0	-2	-1	1	0	0	-2	-2	-2	-2	-2	-2	-2	-2	-2	0	-2	-1	-1	-2	-1	0	1	1	1	0	"3"	1	"1"	"Folkekirken"	"1"	"1"	"1"	"888"	"999"	0	3	"3"	"3"	3	5	0	-2	-2	1	-1	-2	-2	2	-2	1	0	-2	1	1	1	2	2	0	-1	0	-2	2	2	-2	0	0	-2	0	2	-2	-1	0	0	2	0	0	2	0	0	1	2	-2	-2	0	2	0	1	-2	1	-2	0	2	0	2	2	0	0	2	-2	-2	-2	-2	-2	-2	-2	3	0	1
"109"	"Line"	"LM012"	"45222"	"Medstuderende/Ven"	"Axis"	"Gruppe (hver for sig på papir)"	0	1	21	"Teologi-studerende"	"Dansk"	"Dansk"	1	"14"	"1"	"21"	1	-2	-2	-2	-1	2	-2	888	1	"2, 3"	-1	NA	"4"	-2	1	0	0	0	-1	0	2	-1	1	-1	1	0	-1	-1	-2	-2	1	-1	-2	0	0	1	1	-1	0	0	1	1	1	1	"3, 5"	0	"1"	"Folkekirken"	"1"	"1"	"1"	"888"	"999"	4	3	"3, 4"	"3, 4"	3	3	-2	-1	1	1	0	1	0	2	-2	-1	-2	-2	-1	2	-2	2	1	-1	2	1	-1	2	0	-2	0	0	-2	1	0	-1	0	0	2	2	0	1	0	2	0	2	2	-2	1	-1	1	1	0	1	0	-2	1	1	0	2	0	2	-2	1	-2	-2	-2	-2	-1	1	2	NA	0	0
"110"	"Line"	"LM013"	"45222"	"Medstuderende/Ven"	"Axis"	"Gruppe (hver for sig på papir)"	1	1	31	"Teologi-studerende"	"Englander/sort"	"Englander"	2	NA	"2"	"31"	1	-2	-2	-1	-2	2	-2	1	2	"3"	0	"Social demokrater"	"5"	1	-2	-1	-1	-1	-1	0	1	0	1	1	-2	-2	-2	-2	-2	-2	-2	1	-2	-2	-1	-2	-1	-1	-1	0	0	-1	-2	1	"3"	0	"1"	"Fri kirke"	"0"	"0"	"0"	"888"	"999"	4	4	"4"	"4"	4	5	-2	-2	1	1	0	-1	1	1	-1	-1	-1	-1	1	-2	0	1	1	-2	-2	1	-2	-2	-2	-2	2	2	-2	1	0	-2	-1	1	2	2	2	-2	2	2	-2	1	2	0	-1	1	0	0	0	-2	-1	0	1	1	1	1	-1	2	-1	2	-2	-2	-2	-2	0	1	1	3	1	0
"111"	"Line"	"LM014"	"45222"	"Ven"	"Arbejdsplads"	"By proxy - på papir"	1	1	24	"Butiksassistent"	"Dansk"	"Dansk"	6	"13"	"1"	"0"	1	-2	-2	-1	0	2	-2	5	2	"2"	1	NA	"2, 4"	-2	-1	-2	0	1	0	-2	2	2	1	-1	-2	-2	-2	0	-2	-2	-2	1	-2	-1	-1	-2	-1	0	-1	1	-1	-2	2	1	"3"	1	"0"	NA	"0"	"1"	"0"	"1"	NA	1	2	"0"	"1"	2	5	-2	-2	-2	0	1	0	2	-1	-2	-2	1	-2	-2	-2	-2	2	2	0	1	2	-2	-2	2	0	2	2	-2	-2	-2	-2	0	1	1	-2	-2	1	0	0	0	0	-2	0	-2	-2	1	0	0	-1	2	-2	-2	1	-2	-2	2	0	-2	2	-2	-2	-2	-2	-2	-2	2	3	1	0
"112"	"Line"	"LM015"	"45223"	"Ven"	"Hjemme"	"By proxy - på papir"	1	1	29	"Studerende"	"Dansk"	"Dansk"	3	"20"	"1"	"29"	1	-1	-2	-1	0	2	-1	0	2	"2"	-2	"Enhedslisten"	"6"	-1	0	-2	1	-1	-1	-2	2	1	1	-1	0	1	-2	-2	-2	-2	-1	-1	-2	0	0	-1	0	-2	0	-1	1	1	1	0	"3"	0	"1"	"Folkekirken"	"1"	"1"	"1"	"1"	"999"	4	3	"3"	"3"	3	5	-2	-2	-1	1	-1	-2	0	0	-2	-2	-2	0	1	-2	1	2	1	-1	-2	0	-2	-1	-2	-2	1	0	-2	0	-2	-2	-2	0	1	-1	1	-2	0	2	0	2	2	-2	0	2	1	1	-1	-2	1	0	0	1	0	-1	1	2	-2	2	-2	-2	-2	-2	0	1	2	3	1	0
